,companyName,company_offeredRole,Seniority Level,skills_required
230,STERIS,Software Engineer,Entry,"['java', 'research', 'c', 'matlab', 'python', 'optimization']"
231,Netflix,Software Engineer,Senior,"['algorithms', 'git', 'system design', 'java', 'senior', 'cloud', 'computer science', 'bachelor', 'data structures']"
232,"MyWay Deliveries, LLC",Software Engineer,Entry,"['professional', 'java', 'computer science', 'debugging', 'bachelor', 'rest']"
233,NVIDIA,Software Engineer,Entry,"['javascript', 'git', 'css', 'html', 'backend', 'mysql', 'debugging', 'oracle', 'bachelor', 'computer science', 'angular', 'aws', 'sql', 'python', 'eclipse', 'rest', 'react']"
234,TikTok,Software Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
235,Qorvo,Software Engineer,Entry,"['computer science', 'cs']"
236,Smartcare Software,Software Engineer,Entry,"['professional', 'api', 'agile', 'java', 'full stack', 'c', 'aws', 'php']"
237,TikTok,Software Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
238,Netflix,Software Engineer,Senior,"['algorithms', 'git', 'system design', 'java', 'senior', 'cloud', 'computer science', 'bachelor', 'data structures']"
239,Leidos,Software Engineer,Entry,"['git', 'java', 'research', 'data analytics', 'vs', 'computer science', 'python', 'jupyter']"
240,Tesla,Software Engineer,Entry,"['computer science', 'c', 'python']"
241,Tesla,Software Engineer,Entry,"['computer science', 'ms', 'algorithms', 'python']"
242,Qorvo,Software Engineer,Entry,"['computer science', 'cs']"
243,DraftKings,Software Engineer,Senior,"['javascript', 'git', 'java', 'senior', 'c']"
244,Experian,Software Engineer,Entry,"['java', 'computer science', 'debugging', 'bachelor', 'hadoop', 'big data', 'python']"
245,NOKIA,Software Engineer,Entry,"['computer science', 'python', 'linux']"
246,Amazon.com Services LLC,Software Engineer,Entry,"['agile', 'master', 'java', 'computer science', 'c', 'bachelor', 'data structures', 'python', 'algorithm']"
247,Vectorworks Inc.,Software Engineer,Entry,"['professional', 'java', 'undergraduate', 'research', 'senior', 'c', 'xcode', 'sql', 'graduate']"
248,Bose,Software Engineer,Entry,"['ml', 'master', 'cloud', 'computer science', 'bachelor', 'cloud computing', 'machine learning']"
249,STERIS,Software Engineer,Entry,"['java', 'research', 'c', 'matlab', 'python', 'optimization']"
250,Splunk,Software Engineer,Entry,"['javascript', 'api', 'agile', 'git', 'docker', 'java', 'jenkins', 'aws', 'splunk', 'agile development', 'python', 'rest', 'gcp']"
251,Sage Bionetworks,Software Engineer,Entry,"['github', 'agile', 'css', 'html', 'senior', 'cloud', 'data visualization', 'eclipse', 'javascript', 'mysql', 'cloud computing', 'java', 'agile development', 'web design', 'professional', 'visualization', 'computer science', 'jira', 'python']"
252,Intuit,Software Engineer,Entry,"['bachelors', 'javascript', 'agile', 'css', 'java', 'senior', 'devops', 'computer science', 'c', 'agile development', 'python', 'web design']"
253,Niantic,Software Engineer,Entry,"['algorithms', 'master', 'phd', 'computer science', 'debugging', 'bachelor', 'data structures']"
254,Productiv Inc,Software Engineer,Entry,"['computer science', 'algorithms', 'data structures', 'aws']"
255,Relativity,Software Engineer,Entry,"['javascript', 'agile', 'clustering', 'computer science', 'c', 'agile development']"
256,FactSet Research Systems,Software Engineer,Entry,"['javascript', 'professional', 'undergraduate', 'oop', 'cs', 'computer science', 'c']"
257,Smartcare Software,Software Engineer,Entry,"['professional', 'api', 'agile', 'java', 'full stack', 'c', 'aws', 'php']"
258,NVIDIA,Software Engineer,Entry,"['javascript', 'git', 'css', 'html', 'backend', 'mysql', 'debugging', 'oracle', 'bachelor', 'computer science', 'angular', 'aws', 'sql', 'python', 'eclipse', 'rest', 'react']"
259,Salesforce,Software Engineer,Entry,"['professional', 'javascript', 'algorithms', 'salesforce', 'html', 'ms', 'senior', 'cs', 'computer science', 'sql', 'data structures']"
260,Sentry,Software Engineer,Entry,"['javascript', 'github', 'dynamic programming', 'algorithms', 'undergraduate', 'pyspark', 'computer science', 'apache', 'python', 'data structures']"
261,MasterCard,Software Engineer,Entry,"['algorithms', 'agile', 'java', 'senior', 'computer science', 'bachelor', 'data structures']"
262,"MyWay Deliveries, LLC",Software Engineer,Entry,"['professional', 'java', 'computer science', 'debugging', 'bachelor', 'rest']"
263,OXO Solutions,Software Engineer,Entry,"['computer science', 'python', 'continuous integration', 'web developer']"
264,Snapchat,Software Engineer,Entry,"['computer science', 'bachelor', 'cs']"
265,Electronic Arts,Software Engineer,Entry,"['master', 'excel', 'amazon web services', 'java', 'azure', 'cloud', 'visual studio', 'c', 'bachelor', 'python', 'eclipse', 'graduate']"
266,DraftKings,Software Engineer,Senior,"['javascript', 'git', 'java', 'senior', 'c']"
267,Splunk,Software Engineer,Entry,"['javascript', 'api', 'agile', 'git', 'docker', 'java', 'jenkins', 'aws', 'splunk', 'agile development', 'python', 'rest', 'gcp']"
268,Sage Bionetworks,Software Engineer,Entry,"['github', 'agile', 'css', 'html', 'senior', 'cloud', 'data visualization', 'eclipse', 'javascript', 'mysql', 'cloud computing', 'java', 'agile development', 'web design', 'professional', 'visualization', 'computer science', 'jira', 'python']"
269,Salesforce,Software Engineer,Entry,"['professional', 'javascript', 'algorithms', 'salesforce', 'html', 'ms', 'senior', 'cs', 'computer science', 'sql', 'data structures']"
270,"MyWay Deliveries, LLC",Software Engineer,Entry,"['professional', 'java', 'computer science', 'debugging', 'bachelor', 'rest']"
271,NVIDIA,Software Engineer,Entry,"['javascript', 'git', 'css', 'html', 'backend', 'mysql', 'debugging', 'oracle', 'bachelor', 'computer science', 'angular', 'aws', 'sql', 'python', 'eclipse', 'rest', 'react']"
272,Momentive,Software Engineer,Entry,"['javascript', 'algorithms', 'css', 'html', 'java', 'cs', 'computer science', 'bachelor', 'python', 'data structures']"
273,Netflix,Software Engineer,Senior,"['algorithms', 'git', 'system design', 'java', 'senior', 'cloud', 'computer science', 'bachelor', 'data structures']"
274,Sentry,Software Engineer,Entry,"['javascript', 'github', 'dynamic programming', 'algorithms', 'undergraduate', 'pyspark', 'computer science', 'apache', 'python', 'data structures']"
275,STERIS,Software Engineer,Entry,"['java', 'research', 'c', 'matlab', 'python', 'optimization']"
276,Smartcare Software,Software Engineer,Entry,"['professional', 'api', 'agile', 'java', 'full stack', 'c', 'aws', 'php']"
277,Snapchat,Software Engineer,Entry,"['computer science', 'bachelor', 'cs']"
278,Qorvo,Software Engineer,Entry,"['computer science', 'cs']"
279,Productiv Inc,Software Engineer,Entry,"['computer science', 'algorithms', 'data structures', 'aws']"
280,Amazon.com Services LLC,Software Engineer,Entry,"['agile', 'master', 'java', 'computer science', 'c', 'bachelor', 'data structures', 'python', 'algorithm']"
281,Electronic Arts,Software Engineer,Entry,"['master', 'excel', 'amazon web services', 'java', 'azure', 'cloud', 'visual studio', 'c', 'bachelor', 'python', 'eclipse', 'graduate']"
282,Leidos,Software Engineer,Entry,"['git', 'java', 'research', 'data analytics', 'vs', 'computer science', 'python', 'jupyter']"
283,OXO Solutions,Software Engineer,Entry,"['computer science', 'python', 'continuous integration', 'web developer']"
284,Vectorworks Inc.,Software Engineer,Entry,"['professional', 'java', 'undergraduate', 'research', 'senior', 'c', 'xcode', 'sql', 'graduate']"
285,Relativity,Software Engineer,Entry,"['javascript', 'agile', 'clustering', 'computer science', 'c', 'agile development']"
286,Intuit,Software Engineer,Entry,"['bachelors', 'javascript', 'agile', 'css', 'java', 'senior', 'devops', 'computer science', 'c', 'agile development', 'python', 'web design']"
287,Tesla,Software Engineer,Entry,"['computer science', 'ms', 'algorithms', 'python']"
288,Experian,Software Engineer,Entry,"['java', 'computer science', 'debugging', 'bachelor', 'hadoop', 'big data', 'python']"
289,Bose,Software Engineer,Entry,"['ml', 'master', 'cloud', 'computer science', 'bachelor', 'cloud computing', 'machine learning']"
290,Tesla,Software Engineer,Entry,"['computer science', 'c', 'python']"
291,FactSet Research Systems,Software Engineer,Entry,"['javascript', 'professional', 'undergraduate', 'oop', 'cs', 'computer science', 'c']"
292,NOKIA,Software Engineer,Entry,"['computer science', 'python', 'linux']"
293,TikTok,Software Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
294,MasterCard,Software Engineer,Entry,"['algorithms', 'agile', 'java', 'senior', 'computer science', 'bachelor', 'data structures']"
295,Productiv Inc,Software Engineer,Entry,"['computer science', 'algorithms', 'data structures', 'aws']"
296,STERIS,Software Engineer,Entry,"['java', 'research', 'c', 'matlab', 'python', 'optimization']"
297,NOKIA,Software Engineer,Entry,"['computer science', 'python', 'linux']"
298,NVIDIA,Software Engineer,Entry,"['javascript', 'git', 'css', 'html', 'backend', 'mysql', 'debugging', 'oracle', 'bachelor', 'computer science', 'angular', 'aws', 'sql', 'python', 'eclipse', 'rest', 'react']"
299,Vectorworks Inc.,Software Engineer,Entry,"['professional', 'java', 'undergraduate', 'research', 'senior', 'c', 'xcode', 'sql', 'graduate']"
300,OXO Solutions,Software Engineer,Entry,"['computer science', 'python', 'continuous integration', 'web developer']"
301,Amazon.com Services LLC,Software Engineer,Entry,"['agile', 'master', 'java', 'computer science', 'c', 'bachelor', 'data structures', 'python', 'algorithm']"
302,Leidos,Software Engineer,Entry,"['git', 'java', 'research', 'data analytics', 'vs', 'computer science', 'python', 'jupyter']"
303,Intuit,Software Engineer,Entry,"['bachelors', 'javascript', 'agile', 'css', 'java', 'senior', 'devops', 'computer science', 'c', 'agile development', 'python', 'web design']"
304,Netflix,Software Engineer,Senior,"['algorithms', 'git', 'system design', 'java', 'senior', 'cloud', 'computer science', 'bachelor', 'data structures']"
305,MasterCard,Software Engineer,Entry,"['algorithms', 'agile', 'java', 'senior', 'computer science', 'bachelor', 'data structures']"
306,Niantic,Software Engineer,Entry,"['algorithms', 'master', 'phd', 'computer science', 'debugging', 'bachelor', 'data structures']"
307,Bose,Software Engineer,Entry,"['ml', 'master', 'cloud', 'computer science', 'bachelor', 'cloud computing', 'machine learning']"
308,Experian,Software Engineer,Entry,"['java', 'computer science', 'debugging', 'bachelor', 'hadoop', 'big data', 'python']"
309,Salesforce,Software Engineer,Entry,"['professional', 'javascript', 'algorithms', 'salesforce', 'html', 'ms', 'senior', 'cs', 'computer science', 'sql', 'data structures']"
310,Splunk,Software Engineer,Entry,"['javascript', 'api', 'agile', 'git', 'docker', 'java', 'jenkins', 'aws', 'splunk', 'agile development', 'python', 'rest', 'gcp']"
311,Sentry,Software Engineer,Entry,"['javascript', 'github', 'dynamic programming', 'algorithms', 'undergraduate', 'pyspark', 'computer science', 'apache', 'python', 'data structures']"
312,TikTok,Software Engineer,Entry,"['master', 'backend', 'java', 'computer science', 'c', 'bachelor', 'python', 'machine learning']"
313,"MyWay Deliveries, LLC",Software Engineer,Entry,"['professional', 'java', 'computer science', 'debugging', 'bachelor', 'rest']"
314,DraftKings,Software Engineer,Senior,"['javascript', 'git', 'java', 'senior', 'c']"
315,FactSet Research Systems,Software Engineer,Entry,"['javascript', 'professional', 'undergraduate', 'oop', 'cs', 'computer science', 'c']"
316,Momentive,Software Engineer,Entry,"['javascript', 'algorithms', 'css', 'html', 'java', 'cs', 'computer science', 'bachelor', 'python', 'data structures']"
317,Snapchat,Software Engineer,Entry,"['computer science', 'bachelor', 'cs']"
318,Electronic Arts,Software Engineer,Entry,"['master', 'excel', 'amazon web services', 'java', 'azure', 'cloud', 'visual studio', 'c', 'bachelor', 'python', 'eclipse', 'graduate']"
319,Sage Bionetworks,Software Engineer,Entry,"['github', 'agile', 'css', 'html', 'senior', 'cloud', 'data visualization', 'eclipse', 'javascript', 'mysql', 'cloud computing', 'java', 'agile development', 'web design', 'professional', 'visualization', 'computer science', 'jira', 'python']"
320,Qorvo,Software Engineer,Entry,"['computer science', 'cs']"
321,Tesla,Software Engineer,Entry,"['computer science', 'c', 'python']"
322,Tesla,Software Engineer,Entry,"['computer science', 'ms', 'algorithms', 'python']"
323,Relativity,Software Engineer,Entry,"['javascript', 'agile', 'clustering', 'computer science', 'c', 'agile development']"
324,Smartcare Software,Software Engineer,Entry,"['professional', 'api', 'agile', 'java', 'full stack', 'c', 'aws', 'php']"
325,Productiv Inc,Software Engineer,Entry,"['computer science', 'algorithms', 'data structures', 'aws']"
326,RELX,Software Engineer,Senior,"['javascript', 'html', 'java', 'undergraduate', 'senior', 'research', 'c', 'angular', 'graduate']"
327,Web3Sounds,Software Engineer,Entry,"['javascript', 'api', 'cryptography', 'git', 'css', 'data science', 'backend', 'react', 'full stack', 'computer science', 'debugging', 'bachelor', 'statistics', 'rest', 'optimizing']"
328,Garmin,Software Engineer,Entry,"['computer science', 'c']"
329,Motorola Solutions,Software Engineer,Entry,[]
330,Sabre,Software Engineer,Entry,"['javascript', 'agile', 'css', 'html', 'azure', 'cloud', 'bachelor', 'aws', 'optimization', 'gcp']"
331,Direct Supply,Software Engineer,Entry,"['computer science', 'agile', 'research']"
332,Snapchat,Software Engineer,Entry,"['computer science', 'bachelor', 'cs']"
333,NVIDIA,Software Engineer,Entry,"['javascript', 'git', 'css', 'html', 'backend', 'mysql', 'debugging', 'oracle', 'bachelor', 'computer science', 'angular', 'aws', 'sql', 'python', 'eclipse', 'rest', 'react']"
334,"Jack Henry and Associates, Inc.",Software Engineer,Entry,"['computer science', 'undergraduate', 'research', 'graduate']"
335,Quora,Software Engineer,Entry,"['javascript', 'ml', 'computer science', 'python', 'prediction', 'machine learning']"
336,Netflix,Software Engineer,Senior,"['algorithms', 'git', 'system design', 'java', 'senior', 'cloud', 'computer science', 'bachelor', 'data structures']"
337,Twilio - University Programs,Software Engineer,Entry,"['agile', 'continuous integration', 'spark', 'ms', 'scala', 'phd', 'devops', 'computer science', 'data processing', 'aws', 'hadoop', 'agile development', 'python', 'rest']"
338,Twilio,Software Engineer,Entry,"['agile', 'continuous integration', 'spark', 'ms', 'scala', 'phd', 'devops', 'computer science', 'data processing', 'aws', 'hadoop', 'agile development', 'python', 'rest']"
339,Splunk,Software Engineer,Entry,"['javascript', 'api', 'agile', 'git', 'docker', 'java', 'jenkins', 'aws', 'splunk', 'agile development', 'python', 'rest', 'gcp']"
340,Lenovo,Software Engineer,Entry,"['restful', 'git', 'java', 'azure', 'devops', 'cloud', 'computer science', 'c', 'aws', 'nodejs', 'python', 'data structures']"
341,MasterCard,Software Engineer,Entry,"['algorithms', 'agile', 'java', 'senior', 'computer science', 'bachelor', 'data structures']"
342,MD7,Software Engineer,Entry,"['javascript', 'java', 'scala', 'computer science', 'c']"
343,Tableau,Software Engineer,Entry,"['professional', 'javascript', 'algorithms', 'salesforce', 'html', 'ms', 'senior', 'cs', 'computer science', 'sql', 'data structures']"
344,ViaSat,Software Engineer,Entry,"['r', 'bayesian', 'cloud', 'bachelor', 'statistics', 'postgresql', 'machine learning', 'javascript', 'mapreduce', 'graph', 'hadoop', 'cloud computing', 'data science', 'java', 'geospatial', 'computer vision', 'computer science', 'nlp', 'sql', 'python', 'linux']"
